object_id,property_description,property_id,property_label,property_uri,reference_date,reference_supporting_text,reference_uri,subject_id
FlyBase:FBgn0001233,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0085452,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0038946,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0031490,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0028473,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0001230,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0004425,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0003231,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0262656,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0004426,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0266594,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0038838,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0261560,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0035623,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0267706,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0026315,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0260000,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0036678,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0265708,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0035557,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0029827,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0037562,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0040735,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0039778,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0038073,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0034289,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0031034,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0265897,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0038530,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0030993,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0259682,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0030929,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0013688,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0037126,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0036767,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0037762,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0035512,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0037964,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0035409,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0053926,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0034331,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0259237,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0034160,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0262366,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0264272,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0039298,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0040733,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0040104,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0010038,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0036948,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0040736,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0025583,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0013307,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0265200,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0035607,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0035282,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0031249,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0031805,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
FlyBase:FBgn0044812,NA,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,2018-03-15,"To understand how loss of NGLY1 contributes to disease, we developed a Drosophila model of NGLY1 deficiency. Loss of NGLY1 function resulted in developmental delay and lethality. We used RNAseq to determine which processes are misregulated in the absence of NGLY1.",https://www.ncbi.nlm.nih.gov/pubmed/29346549,FlyBase:FBgn0033050
